,Counter
photooxidation,1
dna photo?oxidation,1
time‐resolved spectroscopy,1
dna photo‐oxidation,1
communications,1
electron transfer,1
time?resolved spectroscopy,1
sport coaching; sport analysis,1
quadratic transformation,1
hurwitz genus formula,1
graph mining,1
community life-cycle,1
co-citation analysis,1
sna,1
cross-community dynamics,1
photoswitch; spiropyran; photodegradation; surface-immobilization; sensor; light-modulation; molecular modelling;,1
aml,1
fab m4/m5,1
bortezomib,2
[spi.nano] engineering sciences/micro and nanotechnologies/microelectronics,1
hiasat multiplier,1
nano] sciences de l'ingénieur/micro et nanotechnologies/microélectronique [[spi],1
elliptic curve processor,1
mersenne prime,1
fpga,1
nano] engineering sciences/micro and nanotechnologies/microelectronics [[spi],1
modular multiplication,1
personalised information retrieval (pir),1
cellular signaling,1
phosphatase,1
pp2a,2
germanium nanowires,1
nanoscience,5
quasi-1d confinement,1
vls growth,1
electrical transport,1
screening length,1
dead-box helicase,1
hepatitis virus,1
type i interferon,1
viral immune evasion,1
cell growth control,1
alternative genetic decoding,1
the genetic code,1
ciliates,1
translation termination,1
stop codon reassignment,1
economics,6
key equation,1
solution by approximations,1
module of solutions,1
galois ring,1
lee metric,1
integers modulo 4,1
decoding,1
module of solutions.,1
grobner bases,1
grobner bases,1
negacyclic code,1
finitely generated linear group,1
decision problems,1
solvable-by-finite group,1
cocrystal system,1
"eof, spiropyran, flow control",1
beads; spiropyran; eof,1
development & differentiation,1
fret biosensor,1
signaling heterogeneity,1
erk activity dynamics,1
single cell biology,1
quantitative biology & dynamical systems,1
grid connection,1
power system simulation,1
renewable energy systems,1
agricultural and biological sciences(all),2
robotics,1
electronic circuits,1
90b36,1
60f10,1
68m20,1
virus-cell interactions,1
unsymmetrical porphyrins,1
free base porphyrin,1
non-planar porphyrins.,1
informationsystems_databasemanagement,1
physiologie végétale,1
[sdv.bv]life sciences [q-bio]/vegetal biology,1
[ sdv.bv ] life sciences [q-bio]/vegetal biology,1
n-recognins,1
n-terminomics,1
vegetal biology,1
proteases,1
bepress|life sciences|plant sciences|plant biology,1
ubiquitin-proteasome system,2
n-end rule pathway,1
biologie végétale,1
n-degron,1
arginylation,1
cysteine oxidation,1
n-degron;n-end rule pathway;n-recognins;n-terminomics;arginylation;cysteine oxidation;proteases;ubiquitin-proteasome system,1
visual system,1
zebrafish,1
stat signaling family,2
software process improvement; business success; spi; software smes,1
regulatory t cells,2
cell migration,3
ova,1
classical immunology,1
toxic agents,1
10299 applied mathematics not elsewhere classified,2
30399 macromolecular and materials chemistry not elsewhere classified,2
quadratic gauss sums,1
ternary kloosterman sums,1
qp501-801,2
animal biochemistry,2
contact maps,1
multi-class distance map prediction,1
2d-rnn,1
proteins--structure,3
uta,1
euv,1
ebit,1
[ phys.phys.phys-atom-ph ] physics [physics]/physics [physics]/atomic physics [physics.atom-ph],1
extreme ultraviolet lithography,1
xenon,1
ultraviolet radiation,1
spectrum,1
ions,1
[ phys.qphy ] physics [physics]/quantum physics [quant-ph],1
[phys.qphy]physics [physics]/quantum physics [quant-ph],1
light source,1
[phys.phys.phys-atom-ph]physics [physics]/physics [physics]/atomic physics [physics.atom-ph],1
(benzyl(hydroxy)(4-methoxyphenyl)-lambda^4^-sulfanyl)cyanamide,1
phage,6
foxp3,1
lectins,1
cellular immunology,1
immune regulation,1
regulatory t-cells,1
t cell proliferation,1
hemic and immune systems,3
n-glycan,1
"economics, mathematical",2
optimal investment; market crashes; worst-case scenario; financial bubbles,1
[info.info-ts] computer science/signal and image processing,1
[spi.signal] engineering sciences/signal and image processing,1
spectral,1
bl lacertae objects: individual (pks 1424+240)-cosmic background radiation,1
x-ray: detector,1
detector: optical,1
photon: absorption,1
pair production,1
blazar,1
cosmic radiation: interaction,1
veritas,1
vhe,1
redshift,1
background,2
gamma rays: galaxies,1
opacity,1
photon: flux,1
gamma ray: flux,1
automation,2
short communications,1
bruker smart x2s,1
physics - instrumentation and detectors,4
beacon scheduling,1
collision-free operation,1
[ spi ] engineering sciences [physics],1
decentralised constraint satisfaction,1
bepress|life sciences|cell and developmental biology|cell biology,1
solvent accessibility,1
homology (biology),1
waveguide sensor,1
208 sensors and actuators,1
focus issue on advanced nanoprocessing and applications in sensorics,2
dielectric multilayer,1
label free sensing,1
optical sensors,2
201 electronics / semiconductor / tcos,1
planar optical circuit,1
surface sensing,1
204 optics / optical applications,2
bloch surface waves,1
505 optical / molecular spectroscopy,2
"40 optical, magnetic and electronic device materials",1
resonant sensor,1
silicon photonics,1
212 surface and interfaces,1
acute myeloid leukemia,1
cd34+/cd38−,1
bh3-mimetic,1
putative leukemic stem cells,1
case report,1
abt-737,1
rhamnan,1
hr-mas nmr;lactococcus;cell wall;polysaccharides;rhamnan,1
hr-mas nmr,1
microbiologie et parasitologie,2
cell wall,1
microbiology and parasitology,2
probability theory,2
protein classes,1
computational systems,1
markov model,1
transmembrane transport proteins,1
discrete mathematics,1
gozdovi,1
fazani,1
prehrana,1
udc:630,1
quantitative biology - quantitative methods,2
quantitative biology - molecular networks,1
forestry,3
forest ecology,2
lipids.,1
hiv,2
cholesterol,2
triglycerides,1
dyslipidemia,1
haart,1
alge,1
?2-adrenergic receptor,1
bromine sad,1
gpcr,4
sponge phase,2
cubic phase,1
in situ,1
experimental phasing,1
généralités,1
sulfur sad,1
β2-adrenergic receptor,1
dgka,2
lipid cubic phase,2
peptst,1
membrane protein,2
serial crystallography,1
mobile spatial interaction,2
geoprocessing web,1
other electrical and computer engineering,1
thromboxane,1
rhoa gtp-binding protein,1
"receptors, thromboxane a2, prostaglandin h2",1
g proteins,1
"aamp protein, human",1
two-hybrid system techniques,1
receptor,2
angio-associated migratory cell protein,1
cell movement,1
yeast two hybrid,1
thromboxanes,1
interactant,1
cell receptors,1
rhoa,1
biomaker,1
hypoxic–ischemic encephalopathy,2
hypoxic ischemic encephalopathy,1
therapeutic interventions.,1
early diagnosis,1
therapeutic interventions,1
gfap;,1
umbilical cord blood,1
hypoxic?ischemic encephalopathy,1
gfap,1
1-methoxy-2-((4-nitrobenzyl)sulfonyl)benzene,1
developmental biology/developmental evolution,1
developmental biology/embryology,1
developmental biology/pattern formation,1
developmental biology/developmental molecular mechanisms,1
developmental biology/molecular development,1
20g10,1
"catena-[bis(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-(mu-4,4'-([1,1'-biphenyl]-4,4'-diyl)dipyridine)-di-zinc n,n-dimethylformamide solvate trihydrate]",1
airway epithelium,1
composite particles,1
pulmonary delivery,1
controlled permeability,1
physical endurance,1
biosensing techniques,1
bicycling,1
estimating energy expenditure,1
blood cell count,1
body sensors,1
athletes,2
ultra-endurance cycling,1
cycling event detection,1
statistics as topic,1
ultra-endurance cycling; body sensors; cycling event detection; estimating energy expenditure;,1
hyperreactivity,1
aggregation,1
activation,1
clinical cancer research,1
connectivity,1
mining activity,1
stratigraphy,3
carcinoembryonic antigen,1
tumor markers,1
human chorionic gonadotrophin,1
ca 125,1
α-fetoprotein,1
ca 15–3,1
prostate-specific antigen,1
capacity payments,1
single electricity market,1
competition,1
forward electricity markets,1
social and behavioral sciences,1
diagnostic medicine,3
child psychiatry,1
psychoses,1
central nervous system,3
neural circuit formation,1
neuropsychiatric disorders,1
axon guidance,1
nano-materials,1
growth factor receptors,1
endocytosis,1
bacterial microcompartment,2
cryo electron tomography,2
polyhedron graph,2
incomplete polyhedra,2
classification from incomplete data,2
ta401-492,2
materials of engineering and construction. mechanics of materials,2
inertial sensors,1
microbial ecology and physiology,1
psychrophilic,1
phosphate removal,1
hybrid reactor,1
ltad,1
sewage,1
situation recognition,3
context aware,4
pervasive systems,3
prematurity,1
neuro-monitoring,1
newborn,2
delivery room,1
lab-on-a-disc; centrifugal microfluidics; valving; dissolvable films; auto-actuated; cascading; sequential release,1
acm: i.: computing methodologies/i.3: computer graphics/i.3.7: three-dimensional graphics and realism/i.3.7.0: animation,1
facial animation,1
[info.info-gr]computer science [cs]/graphics [cs.gr],1
cancer detection,1
translational,1
"caspases, colorectal cancer, inflammation, inflammatory bowel disease",1
nerve growth factor (ngf),1
lysosomes,1
sirna,1
urokinase receptor,1
merlin,1
"erm, ezrin/radixin/moesin",1
moesin,1
"upar, urokinase receptor",1
"haec, human aortic endothelial cells",1
cerebral ischemia,1
neurones,1
isquèmia cerebral,1
author profiling,1
mathematics - quantum algebra,2
peptides,2
drug research and development,3
drugs and devices,3
bioactivity,1
bioactive compounds,1
crystallisation,2
adsorption,1
absorption,2
amorphous pharmaceuticals,1
mesh: acids ; calorimetry ; differential scanning ; chemistry ; pharmaceutical ; crystallization ; drug stability ; powder diffraction ; salts ; spectroscopy ; fourier transform infrared ; sulfathiazoles/chemistry ; surface properties ; water/chemistry ; x-ray diffraction,1
hygroscopicity,1
acids ; calorimetry ; differential scanning ; chemistry ; pharmaceutical ; crystallization ; drug stability ; powder diffraction ; salts ; spectroscopy ; fourier transform infrared ; sulfathiazoles/chemistry ; surface properties ; water/chemistry ; x-ray diffraction [mesh],1
requirements adaptation,1
[info.info-iu]computer science [cs]/ubiquitous computing,2
[info.info-se]computer science [cs]/software engineering [cs.se],2
dynamic composition,1
food waste,1
electroless,1
nanotubes,1
electron-microscopy,1
magnetism,1
nanostructure,1
structural genomics,1
"hexakis(sodium) hexakis(oxonium) tetrakis(mu4-(ethyne-1,2-diyldibenzene-4,1-diyl)bis(phosphonato))-octakis(mu3-oxo)-deca-oxo-octa-vanadium(iv)-di-vanadium(v) bis(azide) clathrate hydrate",1
intravascular stent,1
blood flow,1
4-bromobenzyl phenyl sulfide,1
aspergillus nidulans,1
pyruvate dehydrogenase kinases,1
carbon catabolite repression,2
investigations,1
carbon source utilization and regulation,1
speech search; crowdsourcing,1
symmetry breaking,1
puzzles,1
mathematicsofcomputing_general,2
ph sensor; reference electrode; ionic liquid; saliva; screen printing,1
proteasome inhibition,1
121,2
177,1
signal nonlinearity,1
delay vector variance,1
structural dynamics,1
wind turbine blade,1
192,1
conjugated peptides,1
pharmacokinetic modelling,1
pegylation,1
comb-shaped polymers,1
"amino acids, peptides, and proteins",1
pharmaceutics and drug design,1
osteoporosis,1
pharmacy and pharmaceutical sciences,1
oscillation images,1
scanning transmission x-ray microscopy,1
visualization of protein crystals,1
fast grid scans,1
macromolecular crystallography,1
"r3 - real estate markets, spatial production analysis, and firm location",1
"r11 - regional economic activity: growth, development, environmental issues, and changes",1
d22 - firm behavior: empirical analysis,1
water quality; nitrite,1
"grammar checker; error detection; natural language processing; probabilistic grammar; precision grammar; decision tree learning; roc curve; voting classifier, n-gram language models; learner corpus; error corpora",1
user localisation; image matching; surf; rf localisation;,1
segmentation; evaluation; user experiments;,1
infectious diseases/bacterial infections,5
biogeographic population,1
spreading patterns,1
infectious diseases/gastrointestinal infections,2
genetic relationships,1
south africa,1
united states,1
familial transmission,1
urban settings,1
sanitation,1
genetic screening,1
transmission,1
population samples,1
horizontal transmission,1
physical contact,1
multilocus sequence haplotype,1
colombia,1
infectious diseases/epidemiology and control of infectious diseases,1
rural communities,1
non-unique isolates,1
helicobacter pylori infections -- south africa,1
"colombia, disease transmission, infectious, family, genetic variation, great britain, haplotypes, helicobacter infections, helicobacter pylori, humans, infectious disease transmission, vertical, korea, mosaicism, pedigree, prevalence, rural population, south africa, united states, urban population",1
transmission measuring,1
spread,1
korea,1
living conditions,1
isolates,1
urban health,1
rural health,1
communities,1
caspase-8,2
single cell analysis,1
caspase-2,1
förster resonance energy transfer (fret),1
polyaniline; continuous flow; sensor; ammonia; micro-capillary,1
google scholar; citation analysis;,1
dna viruses,1
hepatitis b,1
emerging infectious diseases,1
viral classification,1
abdominal wall reconstruction,1
dimensional measurement,1
biologic meshes,1
quantitative stereological analysis,1
animal model,1
qa76.75-76.765,1
example based machine translation; named entity translation,1
reliable chemical vapour deposition (cvd) of transition metal dichalcogenides,1
z -cone model,1
"11p81 (primary) 05a17, 33d15, 11f11 (secondary)",1
antiangiogenesis therapy,1
materials science,7
material by attribute,2
"15b48, 15a60",1
sequence divergence,1
subgenotype,1
hepatitis b virus,1
t cell activation,1
cell shape,1
[ sdv.imm.ia ] life sciences [q-bio]/immunology/adaptive immunology,1
fip3; immunological synapse,1
rab11,1
[ sdv.bc.bc ] life sciences [q-bio]/cellular biology/subcellular processes [q-bio.sc],1
[sdv.bc.bc]life sciences [q-bio]/cellular biology/subcellular processes [q-bio.sc],1
[sdv.imm.ia]life sciences [q-bio]/immunology/adaptive immunology,1
cell symmetry,1
rac,1
recycling endosomes,1
"(r*,r*)-((1-phenylethyl)sulfinyl)benzene",1
air; chemical sensors; environmental monitoring; sensor networks; water,1
