,Counter
[ phys.phys.phys-comp-ph ] physics [physics]/physics [physics]/computational physics [physics.comp-ph],1
resonance enhancement,1
[ phys.phys.phys-flu-dyn ] physics [physics]/physics [physics]/fluid dynamics [physics.flu-dyn],1
[ phys.phys.phys-class-ph ] physics [physics]/physics [physics]/classical physics [physics.class-ph],1
nonlinear resonance,1
frequency detuning,1
3-wave system,1
"37n10 (primary), 37n05, 76b65 (secondary)",1
[ phys.meca.mefl ] physics [physics]/mechanics [physics]/mechanics of the fluids [physics.class-ph],2
"65t40, 42c15, 30e05, 65f30",1
"53c65, 53a30, 43a85, 35j05",1
"2,4,6-trimethyl-phenyl phosphinic acid",1
gpi‐anchor,1
fasciclin,2
n‐glycan,1
arabinogalactan protein,2
o‐glycan,1
o?glycan,1
gpi?anchor,1
n?glycan,1
spherical harmonics,1
hot carrier degradation,1
boltzmann transport equation,1
box integration,1
semiconductor device simulation,1
"03e35, 03e55, 03e25",1
"11k06, 11b05",1
interference competition,1
phytoseiid mites,2
exploitation competition,1
non-small cell lung cancer,3
l1td1,1
spag6,1
voltage-gated ca2+ channel,2
p2y receptor,3
ligand-gated ion channels,1
voltage-gated k+ channel,1
voltage-gated na+ channel,1
nocebo,1
psychophysiological interaction,1
knapsack problem,1
robust optimization,1
spatial selections,1
i.3.3 [computer graphics]: picture/image generation—viewing algorithms; i.3.6 [computer graphics]: methodology and techniques—interaction techniques,1
visual analytics,1
annotations,1
i.3.3 [computer graphics]: picture/image generation?viewing algorithms;?i.3.6 [computer graphics]: methodology and techniques?interaction techniques,1
strickeria,1
cucurbitaria,1
teichosporella,1
md simulation,1
biomolecule,1
cluster,2
magnetotail,3
mms,2
substorms,3
space sciences,2
first results from nasa's magnetospheric multiscale (mms) mission,2
dipolarization front,1
peptide processing,1
pro-saas,1
wfs1,1
facial attractiveness,3
superoxide dismutase,1
iron regulation,1
phospholipid signaling cascade,1
lipid signaling,2
hypersensitive narcissism,1
vulnerable narcissism,1
grandiose narcissism,1
introversion,1
extraversion,1
qe640-699,3
qe420-499,3
epithelial cell line,1
annexin ii,1
cd44,3
passive resistive torque,2
range of motion,2
stretching,1
pressure–volume analysis,1
no-reflow,1
emergency,1
"mh, mild hypothermia",1
"nt, normothermia",1
experimental paper,1
diastolic function,1
hypothermia,1
"cme, coronary microembolisation",1
systolic function,1
"lv, left ventricular",1
"11g99 (primary), 14l10, 11j86 (secondary)",2
scalar coupling,1
pure shift nmr,2
techniques: photometric,2
stars: individual: corot id 105288363,1
"11c08, 11c20, 13f20, 15a15, 15b33, 15b36",1
integer-valued polynomials,1
minimal polynomial,1
null ideal,1
matrix,3
"tax evasion, expert services, credence goods, fraud, experiment",1
"credence goods, expert services, tax evasion, fraud, experiment",1
high-pressure torsion (hpt),1
magnesium,5
in-situ,3
scanning electron microscopy (sem),1
microcompression,1
composite materials,1
"cells, cultured [mesh]",1
"recombination, genetic [mesh]",1
vdj recombinases [mesh],1
"translocation, genetic [mesh]",1
mesh : polymerase chain reaction,1
mesh: genomic instability,1
"mesh : leukemia-lymphoma, adult t-cell",1
mesh : genomic instability,1
mesh: vdj recombinases,1
"mesh: translocation, genetic",1
"leukemia-lymphoma, adult t-cell [mesh]",1
"mesh : translocation, genetic",1
polymerase chain reaction [mesh],1
"mesh : recombination, genetic",1
mesh: polymerase chain reaction,1
imm] sciences du vivant/immunologie [[sdv],1
imm] life sciences/immunology [[sdv],1
genomic instability [mesh],1
"mesh: leukemia-lymphoma, adult t-cell",1
"mesh : cells, cultured",1
"mesh: recombination, genetic",1
mesh : vdj recombinases,1
"46f30 (primary) 46e25, 54c40, 58a05 (secondary)",1
lipocalin allergens,1
can f 1,1
lcn-1,1
human monocyte-derived dendritic cells,1
enlargement of filtration,1
lévy transform,1
brownian motion with drift,1
"60h05, 60g44 (primary), 60g05, 60h10 (secondary)",1
"60f10, 60j60, 60j65",1
issue 56,1
negative staining,1
phytopathology,1
diagnostics,1
tmv,1
microwave,1
differential pseudo-remainders,1
rational general solutions,1
rational parametrization,1
"algebraic curves, algebraic surfaces",1
physique atomique et nucléaire,3
higher spin gravity,2
"65m06, 65m08, 65m20, 65l05, 76f65",1
click chemistry,4
covalent coupling,1
trace analysis,1
approximation,1
stochastic wave equation,1
"11k38, 11k45, 11k06, 94b05, 65d30",1
laplacians,1
bordisms,1
bilinear form,1
anomaly formulas,1
"58j52, 57r20",1
heat trace asymptotic expansion,1
rna localization,1
camkiiα,1
map2 mrna,1
scientific reports,1
β-actin,1
staufen 2,1
f.2.0,1
destruxins,1
cholesterol synthesis pathway,1
cell membrane alterations,1
cancer cell resistance,1
"bis(mu~2~-acetato)-(mu~2~-((2-oxido-3-((2-(11h-indolo[3,2-c]quinolin-6-yl)hydrazono)methyl)-5-methylbenzyl)(2-methoxy-2-(oxo)ethyl)amino)acetato)-di-copper(ii) methanol solvate",1
camp pathway,1
heterotrimeric g-proteins,1
partially synchronous models,1
fault-tolerant distributed algorithms,2
vlsi,1
"surfaces, interfaces, porous materials, and catalysis",3
enthalpy of mixing,2
ternary,1
89zr,1
triacetylfusarinine c,2
rgd peptide,1
17-phenyl-trinor-prostaglandin e2,1
endothelial barrier function,1
ep receptors,1
vascular hyperpermeability,1
platelet aggregation,1
"34c10, 80a30, 92e20",1
matematical models (insurance applications),1
"42b20, 42b37, 35q41, 35b65",1
octakis(mu-oxo)-octakis(mu-butan-1-olato)-hexakis(mu-4-(chloromethyl)benzoato)-bis(4-(chloromethyl)benzoato)-octakis(butan-1-olato)-deca-zirconium,1
hybrid-type heme b peroxidase,1
peroxidase–catalase superfamily,2
wsc domain,1
multifunctional enzymes,1
uniform norm,1
several variables,1
min–max polynomials,1
execution monitoring,1
undo actions,1
logic-based planning,1
execution reversal,1
reverse plans,1
poaceae,1
n 47.306305°,1
e 11.106283°,1
trifolium repens,1
apiaceae,1
support vector machine,1
3d extraction of urban vegetation,1
semi-global matching,1
pléiades (tri-)stereo imagery,1
asynchronous digital design,1
radiation fault-tolerance,1
tcad models,1
spice models,1
single-event upsets,1
set injection experiments,1
ion beam radiation,1
elastic pipelines,1
single-event transients,1
lfsr counters,1
muller c-elements,1
saa4,1
outgrowing extravillous trophoblast,1
metabolic diseases,1
food ingredients,1
loyalty; ecological motivation; hotel service quality; tourism,1
hotel service quality,1
loyalty,1
tourism,1
ecological motivation,1
lane formation,2
flow of pedestrians,2
rational expectations,2
mean field games,2
interacting populations,2
nash equilibrium,2
"msc 65c05, 65c10, 65d30",1
monte carlo method / quasi-monte carlo method /nonuniform random variate generation / transformed density rejection / smoothed rejection / inversion,1
"49j53, 49j52, 90c31",1
arylesterase,1
"poly(1,4-butylene adipate-co-terephthalate) (pbat)",1
polymer degradation,1
polyesterase,1
humdisease,1
"3,4,5-trihydroxybenzoic acid",3
"galaxies: elliptical and lenticular, cd",1
galaxies: evolution,3
galaxies: clusters: individual: a901/2,1
galaxies: spiral,1
hexakis(mu-oxo)-hexadecakis(mu-2-methylprop-2-enoato)-bis(2-methylprop-2-enoato)-bis(propan-2-ol)-hexa-titanium-di-samarium,1
"aza, azathioprine",1
cyclosporine a,2
t cell costimulation,2
"apc, antigen presenting cells",1
"ic50, mean inhibitory concentration",1
"csa, cyclosporine a",1
buckling,3
co-rotational beam element,1
load-based and displacement-based finite difference approximations,1
consistently linearized eigenproblem,2
derivatives of the tangent stiffness matrix,1
partition congruences of ramanujan type,1
sellers’ conjecture,1
generalized frobenius partitions,1
sellers? conjecture,1
iron?sulfur cluster,1
mitochondrial respiratory chain,1
iron–sulfur cluster,1
nfu1,1
"46f30, 26e30",1
cumulative emissions,1
trend growth,1
energy transition,1
optimal carbon tax,1
unburnable fossil fuel,1
oxford carbon cycle,1
"49q20, 65j20",1
"bis(mu~3~-vinylphosphonato)-bis(mu~3~-oxo)-bis(mu~2~-acetato-o,o')-tetrakis(mu~2~-isopropoxo)-bis(mu~2~-oxo)-hexakis(isopropoxy)-hexa-titanium",1
sultanat oman,1
paläoökologie,1
paleogene,1
[ sdu.stu.pg ] sciences of the universe [physics]/earth sciences/paleontology,1
pal?o?kologie,1
eozän,1
arabian peninsula,1
eoz?n,1
kringle iv-type 2,1
fast track clinical research,1
basic science for the clinician,1
lipoprotein(a),2
cvd risk,1
editor's choice,2
phno,1
psychosis,1
respiratory and gastrointestinal tract,1
"31c05, 05c05",1
pathogenicity,1
enteritis,2
cytherideidae,1
fossil ostracods,1
sequential fan,1
arens space,1
compact-open topology,1
polish space,1
sequential,1
wap,1
fréchet–urysohn,1
ap,1
pytkeev property,1
disability,1
"early retirement, retirement age, labor supply, policy reform",1
retirement age,1
early retirement,1
ältere arbeitskräfte,1
"retirement age, policy reform, labor supply, disability, unemployment, pensionierung, arbeitslosigkeit, arbeitsangebot, politische reform, österreich",1
flexible altersgrenze,1
"retirement age, policy reform, labor supply, disability, unemployment",1
arbeitsangebot,2
early retirement; labor supply; policy reform; retirement age,1
pore evolution model,1
column experiment,1
plant roots,3
"35a02, 35k51, 35k55, 35q92, 92d25",1
high order time discretization,1
vlasov-maxwell,1
hamiltonian splitting,1
charge conservation,1
sexual crossing,1
gene knock-out library,1
trichoderma reesei; hypocrea jecorina,1
vector construction,1
<it>trichoderma reesei</it>; <it>hypocrea jecorina</it>,1
"tell abu al-kharaz, archäologie, eisenzeit, jordantal, seevölker, chronologie, radiokarbon, interkulturelle verbindungen, assyrier ;tell abu al-kharaz, archaeology, iron age, jordan valley, sea peoples, chronology, radiocarbon, interkultural connections, assyria",1
"35s05, 46f30",2
hyperbolic equations and systems,1
"58b20, 58d15, 65d18",1
protein translation,3
pseudomonas,2
annealing (genetics),1
nucleic acid thermodynamics,1
rna annealing,1
interpeduncular nucleus,1
subunit composition,1
habenula,1
nicotine abuse,1
nicotinic acetylcholine receptor,2
2 [charge],1
b --> anti-d d/s0*(2317),1
triplet [isospin],1
decay [b],1
epizootic ulcerative syndrome,1
oomycetes,1
aphanomyces invadans,1
singular perturbations,2
invariant manifolds,1
fibers,1
sources,1
molecular spectroscopy,1
fiber optics,1
nonlinear optics,1
"190.4370, 060.2390, 140.7090, 230.6080, 300.6390, 140.3070",1
optical devices,1
"34b20, 35q55, 37k10, 39a06, 93b28",1
rc955-962,1
arctic medicine. tropical medicine,1
ku70,1
sclerotia,1
gene targeting,1
translation mechanisms,1
advanced reviews,1
advanced review,1
editing/rna modification,1
"rna structure, dynamics and chemistry",1
regional innovation systems,1
input–output analysis,1
innovation flows,1
thyroxine,1
pyridoxal 5?-phosphate,1
coenzyme a,1
folate,1
pyridoxal 5′-phosphate,1
steroids,2
coenzyme q,1
old world monkeys,2
interpersonal relationships,1
animal sociality,3
macaque,1
apes,2
monkeys,2
chimpanzees,2
collective human behavior,1
"14q15, 13p15, 68w30",1
strain localization,1
rheological weakening,1
brittle-ductile transition,1
texture weakening,1
retrogression,1
asymptotic symmetries,1
field-theory,1
flat space,1
black-hole,1
gravity,1
central charges,1
general-relativity,1
black holes,1
rindler,1
her-2,2
cancer vaccine,2
aav,2
adeno-associated virus,1
mimotope,2
magnetic field,2
palaeointensity,1
palaeomagnetic secular variation,1
[shs.archeo] humanities and social sciences/archaeology and prehistory,1
fuel cells,2
er exit,1
cytoplasmic tail,1
copii,1
golgi targeting,1
nigral degeneration,1
phenylbutyrate,1
carassius gibelio; population dynamics; mixed type of sexual and asexual reproduction; changing environment,1
"68w30 (primary), 34b05, 15a09 (secondary)",1
tk5101-6720,2
telecommunication,2
pseurotin a,1
oxygen plasma,1
gold nanostructures,1
postdeposition purification,1
11bp70,1
algebraic dependencies,1
difference equations,1
conformational switch,1
retaining mechanism,1
covalent catalysis,1
astrofísica,1
astronomía,2
física atmosférica,1
exponential decay,1
entropy method,1
reaction–diffusion,1
ecological psychology,1
developmental systems,1
s.i.: cognition,1
proper functions,1
extended cognition,1
cognitive integration,1
encapsulation,2
amorphous,1
molecular arrangement,1
"primary 58a30, secondary 58j20, 53a40, 53c23, 53c27",1
mathematics - k-theory and homology,3
endowment effect,1
ownership,1
loss of dorsal bristle rows,1
ontogenesis,1
loss of paroral membrane,1
security,1
analytic hierarchy process (ahp),1
cloud migration,1
ddc:650,3
risk management framework,1
business value,1
snow algae,2
cryoflora,1
astaxanthin,2
"2,3,5,6-tetrafluoro-1,4-benzenedicarboxylic acid dihydrate",1
dna extraction,2
lyophilization,1
preservation method,1
field samples,1
dna quality,1
enzyme activation,1
enzymologic gene expression regulation,1
genetically modified plants,1
stress salin,1
stress oxydatif,1
glucosephosphate dehydrogenas,1
cell culture techniques,1
biologie de la plante,1
oxidation-reduction,1
binding sites,3
physiologie végétale,1
métabolisme,2
glycogène,1
réponse à un stress,1
cardiovascular and metabolic diseases,2
arabidopsis proteins,4
isoenzymes,1
threonine,1
salt-tolerant plants,1
culture media,1
glycogen synthase kinase 3,1
plant gene expression regulation,1
sodium chloride,2
"bic standard subject categories, mathematics & science, science: general issues, popular science",1
"populäres wissen, wissenschaftskommunikation, heinz haber, bild der wissenschaft, scientific american;popular knowledge, science communication, heinz haber, bild der wissenschaft, scientific american",1
reversal learning,1
discrimination learning,1
kea,2
nestor notabilis,1
behavioural flexibility,3
43,1
stationary phase,1
atp-binding cassette transporter,1
18s ribosomal rna,1
tritrichomonas sp.,1
tetratrichomonas sp.,1
"genes, plant",1
developmental biology/plant growth and development,1
"gene expression regulation, plant",2
developmental biology/pattern formation,1
organ specificity,1
"gene expression regulation, developmental",2
directed covers,1
multitype branching process,1
82c20,2
rotor-router walks,1
05c25,2
05c05,3
trigger cohorts,1
?special-agents? hypothesis,1
defence waving,1
‘special-agents’ hypothesis,1
"46b09, 46b07, 46b28, 46b45",1
"47a60, 47b50, 47b15",2
daa1,1
gus,1
aaa+ atpase,1
amirna,1
lewy bodies,1
dementia with lewy bodies,1
sciaridae,1
mesocosm,1
alpine,1
cylindroiulus fulviceps,1
neumann homogeneous boundary conditions,1
radial symmetry,1
nash inequality,1
semi-linear elliptic equations,1
35j20; 26d10; 37b55; 49k30,1
81t30,2
14j30,1
"06c15, 06f25, 16y30, 03g25",1
bulk heterojunction solar cell,1
power conversion efficiency,1
small-angle scattering,1
macromolecular structure analysis,5
crystals,3
protein structure; fatty acids; crystal structure protein structure determination lipids computer software crystals small-angle scattering,1
protein structure determination,2
cross section,3
single differential cross section,1
integrated cross section,3
photoproduction,1
angular dependence,1
gamma gamma --> k0s k0s,1
sig,3
dsig/dcos(theta),1
gamma gamma --&gt; k0s k0s,1
exclusive,4
strange production,1
"primary 34b20, 26e70, secondary 34n05, 39a12",1
39a99,1
65d17,1
15a60,1
skin microbiome,3
photosensitivity,1
polymorphic light eruption,2
poly (i:c),1
"spect, single-photon emission computed tomography",1
autonomic failure,1
"mr, magnetic resonance",1
transgenic animal model,1
"plp, proteolipid protein promoter",1
"rmssd, root mean square of successive rr interval differences",1
"pet, positron emission tomography",1
"?-syn, alpha-synuclein",1
"avp, arginine-vasopressin",1
"saoa, sporadic adult onset ataxia",1
"ecg, electrocardiogram",1
"th, tyrosine hydroxylase",1
"lf, low frequency",1
"hf, high frequency",1
stenotrophomonas,1
antagonistic bacteria,1
lichen,1
plant growth promotion,4
spawning migration,2
gas gland cells,1
swimbladder function,2
buoyancy,2
tonsil,1
16s rrna sequencing,1
slaughter house,1
contamination,1
perspective taking,1
emotion recognition,1
affective responsiveness,1
atp‐binding cassette transporter a1,1
atp‐binding cassette transporter g1,1
ft-icr-ms,1
north atlantic,2
marine dissolved organic matter,1
